"","date","industry","location","monthly_amount"
"637",2013-12-01,"5","2",281049.613213333
"638",2014-01-01,"5","2",311866.11852
"639",2014-02-01,"5","2",314004.61824
"640",2014-03-01,"5","2",322503.483837143
"641",2014-04-01,"5","2",310015.20149125
"642",2014-05-01,"5","2",315136.023926364
"643",2014-06-01,"5","2",360188.480911667
"644",2014-07-01,"5","2",377757.161238462
"645",2014-08-01,"5","2",381035.595779231
"646",2014-09-01,"5","2",381541.284560769
"647",2014-10-01,"5","2",393862.055058462
"648",2014-11-01,"5","2",359310.929403846
"649",2014-12-01,"5","2",358274.62559
"650",2015-01-01,"5","2",331200.620768462
"651",2015-02-01,"5","2",344303.966402308
"652",2015-03-01,"5","2",374930.710987692
"653",2015-04-01,"5","2",391764.584321667
"654",2015-05-01,"5","2",400097.925498462
"655",2015-06-01,"5","2",394285.787545385
"656",2015-07-01,"5","2",424588.600367692
"657",2015-08-01,"5","2",429667.609456923
"658",2015-09-01,"5","2",426257.024214615
"659",2015-10-01,"5","2",445860.784923333
"660",2015-11-01,"5","2",412067.11235
"661",2015-12-01,"5","2",440952.521858333
"662",2016-01-01,"5","2",363298.869915
"663",2016-02-01,"5","2",408264.879718333
"664",2016-03-01,"5","2",407265.837659167
"665",2016-04-01,"5","2",412504.462873636
"666",2016-05-01,"5","2",445683.1645625
"667",2016-06-01,"5","2",445641.037775
"668",2016-07-01,"5","2",431884.325613333
"669",2016-08-01,"5","2",484815.940895
"670",2016-09-01,"5","2",452084.482399167
"671",2016-10-01,"5","2",462859.137575
"672",2016-11-01,"5","2",500719.503357273
"673",2013-01-01,"7","2",259645.7364
"674",2013-02-01,"7","2",204777.193967143
"675",2013-03-01,"7","2",202435.6265
"676",2013-04-01,"7","2",183074.81955625
"677",2013-05-01,"7","2",225897.57383
"678",2013-06-01,"7","2",240291.123273333
"679",2013-07-01,"7","2",242995.245163333
"680",2013-08-01,"7","2",269663.295198333
"681",2013-09-01,"7","2",247933.423104286
"682",2013-10-01,"7","2",225334.614632222
"683",2013-11-01,"7","2",260951.662361111
"684",2013-12-01,"7","2",342500.20485
"685",2014-01-01,"7","2",217599.871303
"686",2014-02-01,"7","2",192253.776344545
"687",2014-03-01,"7","2",212490.081261818
"688",2014-04-01,"7","2",198783.555595455
"689",2014-05-01,"7","2",211755.441851818
"690",2014-06-01,"7","2",203980.457656667
"691",2014-07-01,"7","2",218676.94498
"692",2014-08-01,"7","2",264341.358393077
"693",2014-09-01,"7","2",251132.515135
"694",2014-10-01,"7","2",272696.997781429
"695",2014-11-01,"7","2",277993.508775333
"696",2014-12-01,"7","2",344489.341205625
"697",2015-01-01,"7","2",238991.364100588
"698",2015-02-01,"7","2",239565.888284118
"699",2015-03-01,"7","2",257348.490749412
"700",2015-04-01,"7","2",228413.962011111
"701",2015-05-01,"7","2",268532.110491765
"702",2015-06-01,"7","2",244159.400287895
"703",2015-07-01,"7","2",265465.01872579
"704",2015-08-01,"7","2",262357.333692273
"705",2015-09-01,"7","2",273641.221880952
"706",2015-10-01,"7","2",270151.136300833
"707",2015-11-01,"7","2",287083.167611667
"708",2015-12-01,"7","2",323074.4006812
"709",2016-01-01,"7","2",262562.754359583
"710",2016-02-01,"7","2",274648.557487083
"711",2016-03-01,"7","2",276994.787294167
"712",2016-04-01,"7","2",285647.970102083
"713",2016-05-01,"7","2",290505.386272917
"714",2016-06-01,"7","2",274626.57267625
"715",2016-07-01,"7","2",288352.37224375
"716",2016-08-01,"7","2",303133.391726522
"717",2016-09-01,"7","2",305594.869121739
"718",2016-10-01,"7","2",317078.508915
"719",2016-11-01,"7","2",335889.296359091
"720",2013-01-01,"8","2",262157.084066667
"721",2013-02-01,"8","2",274665.8203
"722",2013-03-01,"8","2",328981.99385
"723",2013-04-01,"8","2",420151.3196
"724",2013-05-01,"8","2",389015.742825
"725",2013-06-01,"8","2",352521.40815
"726",2013-07-01,"8","2",413426.984125
"727",2013-08-01,"8","2",402198.9534
"728",2013-09-01,"8","2",355804.12942
"729",2013-10-01,"8","2",369030.47652
"730",2013-11-01,"8","2",382439.536828571
"731",2013-12-01,"8","2",722887.764471429
"732",2014-01-01,"8","2",437470.272671429
"733",2014-02-01,"8","2",462326.547128571
"734",2014-03-01,"8","2",506689.186514286
"735",2014-04-01,"8","2",464975.081525
"736",2014-05-01,"8","2",482317.486322222
"737",2014-06-01,"8","2",521846.198622222
"738",2014-07-01,"8","2",577126.692388889
"739",2014-08-01,"8","2",580701.993388889
"740",2014-09-01,"8","2",474966.203666667
"741",2014-10-01,"8","2",472925.5432125
"742",2014-11-01,"8","2",480473.86936
"743",2014-12-01,"8","2",774102.20084
"744",2015-01-01,"8","2",537363.19328
"745",2015-02-01,"8","2",489726.6412
"746",2015-03-01,"8","2",498901.864471667
"747",2015-04-01,"8","2",493729.376928462
"748",2015-05-01,"8","2",578672.596605385
"749",2015-06-01,"8","2",613156.040753846
"750",2015-07-01,"8","2",751839.938326154
"751",2015-08-01,"8","2",733006.716256154
"752",2015-09-01,"8","2",465586.037838667
"753",2015-10-01,"8","2",537614.110718182
"754",2015-11-01,"8","2",566723.522294545
"755",2015-12-01,"8","2",904926.989390909
"756",2016-01-01,"8","2",628883.600814546
"757",2016-02-01,"8","2",539176.507846364
"758",2016-03-01,"8","2",542280.424386667
"759",2016-04-01,"8","2",636625.065255833
"760",2016-05-01,"8","2",595666.391312308
"761",2016-06-01,"8","2",764561.475009167
"762",2016-07-01,"8","2",953114.057491667
"763",2016-08-01,"8","2",794619.6638
"764",2016-09-01,"8","2",554993.350665833
"765",2016-10-01,"8","2",536634.133927273
"766",2016-11-01,"8","2",548058.2240825
"767",2013-01-01,"9","2",410490.058070833
"768",2013-02-01,"9","2",452046.138047083
"769",2013-03-01,"9","2",529166.1097864
"770",2013-04-01,"9","2",526435.7006436
"771",2013-05-01,"9","2",541701.710851538
"772",2013-06-01,"9","2",566048.328808
"773",2013-07-01,"9","2",575695.918168
"774",2013-08-01,"9","2",661585.1943556
"775",2013-09-01,"9","2",598491.1080488
"776",2013-10-01,"9","2",627149.6015816
"777",2013-11-01,"9","2",737921.952308
"778",2013-12-01,"9","2",958683.943210769
"779",2014-01-01,"9","2",525275.5672976
"780",2014-02-01,"9","2",542661.081268846
"781",2014-03-01,"9","2",675089.556364
"782",2014-04-01,"9","2",628789.33122
"783",2014-05-01,"9","2",741183.776736
"784",2014-06-01,"9","2",687920.066832
"785",2014-07-01,"9","2",737288.852124
"786",2014-08-01,"9","2",811166.9795456
"787",2014-09-01,"9","2",774774.1871875
"788",2014-10-01,"9","2",792078.900532
"789",2014-11-01,"9","2",866308.3911032
"790",2014-12-01,"9","2",1217816.659004
"791",2015-01-01,"9","2",669091.6709808
"792",2015-02-01,"9","2",725298.6867468
"793",2015-03-01,"9","2",855593.012214
"794",2015-04-01,"9","2",852476.87954125
"795",2015-05-01,"9","2",999953.964664583
"796",2015-06-01,"9","2",915372.34368125
"797",2015-07-01,"9","2",1036042.4152925
"798",2015-08-01,"9","2",1053447.99280042
"799",2015-09-01,"9","2",1033294.08387125
"800",2015-10-01,"9","2",1063461.7425988
"801",2015-11-01,"9","2",1016578.38973821
"802",2015-12-01,"9","2",1608663.25915643
"803",2016-01-01,"9","2",805344.828968
"804",2016-02-01,"9","2",838692.861233438
"805",2016-03-01,"9","2",941160.348933333
"806",2016-04-01,"9","2",942499.91244
"807",2016-05-01,"9","2",933527.566114857
"808",2016-06-01,"9","2",917713.587981143
"809",2016-07-01,"9","2",1076446.21230914
"810",2016-08-01,"9","2",1056579.29703939
"811",2016-09-01,"9","2",1075782.17581788
"812",2016-10-01,"9","2",1023239.28356529
"813",2016-11-01,"9","2",1041776.78308611
"814",2013-01-01,"10","2",229123.915275
"815",2013-02-01,"10","2",246245.539225
"816",2013-03-01,"10","2",321285.19405
"817",2013-04-01,"10","2",237710.8453
"818",2013-05-01,"10","2",210356.540575
"819",2013-06-01,"10","2",256472.58265
"820",2013-07-01,"10","2",231447.27115
"821",2013-08-01,"10","2",293537.937333333
"822",2013-09-01,"10","2",293141.3561
"823",2013-10-01,"10","2",262189.166033333
"824",2013-11-01,"10","2",288912.661966667
"825",2013-12-01,"10","2",506494.9019
"826",2014-01-01,"10","2",170982.604885
"827",2014-02-01,"10","2",204259.437133333
"828",2014-03-01,"10","2",275754.1645
"829",2014-04-01,"10","2",238059.19865
"830",2014-05-01,"10","2",234740.50255
"831",2014-06-01,"10","2",268010.7176
"832",2014-07-01,"10","2",210293.2879
"833",2014-08-01,"10","2",298812.352933333
"834",2014-09-01,"10","2",264914.329133333
"835",2014-10-01,"10","2",212393.88035
"836",2014-11-01,"10","2",243498.040525
"837",2014-12-01,"10","2",417338.56815
"838",2015-01-01,"10","2",213048.24665
"839",2015-02-01,"10","2",240611.568225
"840",2015-03-01,"10","2",240070.5535
"841",2015-04-01,"10","2",226364.597525
"842",2015-05-01,"10","2",225133.59005
"843",2015-06-01,"10","2",225804.1182825
"844",2015-07-01,"10","2",243440.2155075
"845",2015-08-01,"10","2",232908.2721825
"846",2015-09-01,"10","2",243996.7631275
"847",2015-10-01,"10","2",229628.8317
"848",2015-11-01,"10","2",239699.94115
"849",2015-12-01,"10","2",355033.602625
"850",2016-01-01,"10","2",215193.0223975
"851",2016-02-01,"10","2",220578.793495
"852",2016-03-01,"10","2",213909.8998325
"853",2016-04-01,"10","2",226785.147485
"854",2016-05-01,"10","2",232307.53318
"855",2016-06-01,"10","2",210588.4576025
"856",2016-07-01,"10","2",209387.8143275
"857",2016-08-01,"10","2",253007.037596667
"858",2016-09-01,"10","2",198572.504206667
"859",2016-10-01,"10","2",229695.13691
"860",2016-11-01,"10","2",272430.532653333
"861",2013-01-01,"1","3",141632.4898576
"862",2013-02-01,"1","3",154027.431010741
"863",2013-03-01,"1","3",155081.990645556
"864",2013-04-01,"1","3",151466.418007636
"865",2013-05-01,"1","3",160730.756389167
"866",2013-06-01,"1","3",151074.489182679
"867",2013-07-01,"1","3",146796.744871754
"868",2013-08-01,"1","3",153854.173415085
"869",2013-09-01,"1","3",143765.258967742
"870",2013-10-01,"1","3",155056.969006094
"871",2013-11-01,"1","3",153232.342886984
"872",2013-12-01,"1","3",142079.27335459
"873",2014-01-01,"1","3",147002.26324918
"874",2014-02-01,"1","3",165389.378303333
"875",2014-03-01,"1","3",176219.368145397
"876",2014-04-01,"1","3",156956.854671194
"877",2014-05-01,"1","3",179085.323895606
"878",2014-06-01,"1","3",168573.122488308
"879",2014-07-01,"1","3",172192.65038087
"880",2014-08-01,"1","3",172647.320997681
"881",2014-09-01,"1","3",174059.951913594
"882",2014-10-01,"1","3",182538.875141549
"883",2014-11-01,"1","3",184180.272081286
"884",2014-12-01,"1","3",163918.303711912
"885",2015-01-01,"1","3",168019.932262133
"886",2015-02-01,"1","3",187920.532239079
"887",2015-03-01,"1","3",202757.991706506
"888",2015-04-01,"1","3",180666.827677529
"889",2015-05-01,"1","3",186716.24353747
"890",2015-06-01,"1","3",185512.811577619
"891",2015-07-01,"1","3",184795.075205349
"892",2015-08-01,"1","3",181115.73420381
"893",2015-09-01,"1","3",178252.756043636
"894",2015-10-01,"1","3",192176.854325294
"895",2015-11-01,"1","3",201336.930562195
"896",2015-12-01,"1","3",184128.046947711
"897",2016-01-01,"1","3",164916.581454815
"898",2016-02-01,"1","3",195838.044493529
"899",2016-03-01,"1","3",201834.590690465
"900",2016-04-01,"1","3",193046.776664382
"901",2016-05-01,"1","3",202772.263100341
"902",2016-06-01,"1","3",187262.655458046
"903",2016-07-01,"1","3",180440.233784767
"904",2016-08-01,"1","3",203845.789576092
"905",2016-09-01,"1","3",182375.913794667
"906",2016-10-01,"1","3",185396.613527111
"907",2016-11-01,"1","3",217984.605236222
"908",2013-01-01,"2","3",298712.070074545
"909",2013-02-01,"2","3",237871.360857273
"910",2013-03-01,"2","3",261025.228727692
"911",2013-04-01,"2","3",236277.704320769
"912",2013-05-01,"2","3",202999.317103077
"913",2013-06-01,"2","3",190770.314731538
"914",2013-07-01,"2","3",192148.525051176
"915",2013-08-01,"2","3",267915.192046667
"916",2013-09-01,"2","3",266923.879793158
"917",2013-10-01,"2","3",273418.9557155
"918",2013-11-01,"2","3",267145.912068421
"919",2013-12-01,"2","3",286879.477063158
"920",2014-01-01,"2","3",291030.586794375
"921",2014-02-01,"2","3",259963.10259
"922",2014-03-01,"2","3",292949.825262941
"923",2014-04-01,"2","3",264659.41015875
"924",2014-05-01,"2","3",265117.608122941
"925",2014-06-01,"2","3",257093.744562778
"926",2014-07-01,"2","3",250124.3323605
"927",2014-08-01,"2","3",284984.314775909
"928",2014-09-01,"2","3",295465.949933333
"929",2014-10-01,"2","3",393885.828198889
"930",2014-11-01,"2","3",490055.303518846
"931",2014-12-01,"2","3",490857.174900645
"932",2015-01-01,"2","3",532521.278216562
"933",2015-02-01,"2","3",468551.273305588
"934",2015-03-01,"2","3",462629.176919189
"935",2015-04-01,"2","3",386737.563539302
"936",2015-05-01,"2","3",420958.962467111
"937",2015-06-01,"2","3",394390.3118
"938",2015-07-01,"2","3",396783.331890417
"939",2015-08-01,"2","3",416101.253075306
"940",2015-09-01,"2","3",420739.8684252
"941",2015-10-01,"2","3",517618.453067755
"942",2015-11-01,"2","3",504919.1887452
"943",2015-12-01,"2","3",582454.643585472
"944",2016-01-01,"2","3",558638.224155455
"945",2016-02-01,"2","3",513635.188329464
"946",2016-03-01,"2","3",493061.802491186
"947",2016-04-01,"2","3",481627.763374737
"948",2016-05-01,"2","3",404739.987091905
"949",2016-06-01,"2","3",356001.807265075
"950",2016-07-01,"2","3",390638.456798841
"951",2016-08-01,"2","3",383861.285900278
"952",2016-09-01,"2","3",407545.144921867
"953",2016-10-01,"2","3",480848.378487632
"954",2016-11-01,"2","3",505371.024647975
"955",2013-01-01,"3","3",755020.17344
"956",2013-02-01,"3","3",706075.32912
"957",2013-03-01,"3","3",829770.72004
"958",2013-04-01,"3","3",749699.37202
"959",2013-05-01,"3","3",731636.8407
"960",2013-06-01,"3","3",603409.83645
"961",2013-07-01,"3","3",581301.5187
"962",2013-08-01,"3","3",554056.20086
"963",2013-09-01,"3","3",541245.6615
"964",2013-10-01,"3","3",558434.9238
"965",2013-11-01,"3","3",522204.84545
"966",2013-12-01,"3","3",670034.3749
"967",2014-01-01,"3","3",570067.747316667
"968",2014-02-01,"3","3",500722.803983333
"969",2014-03-01,"3","3",516841.468714286
"970",2014-04-01,"3","3",474249.5062125
"971",2014-05-01,"3","3",506158.1598
"972",2014-06-01,"3","3",479276.41135
"973",2014-07-01,"3","3",445124.232377778
"974",2014-08-01,"3","3",489239.788455556
"975",2014-09-01,"3","3",508460.624366667
"976",2014-10-01,"3","3",575864.934988889
"977",2014-11-01,"3","3",655790.91406
"978",2014-12-01,"3","3",703834.021907
"979",2015-01-01,"3","3",544230.46294
"980",2015-02-01,"3","3",436255.945158333
"981",2015-03-01,"3","3",480996.925335833
"982",2015-04-01,"3","3",456190.30043
"983",2015-05-01,"3","3",501625.995283333
"984",2015-06-01,"3","3",425031.335485
"985",2015-07-01,"3","3",481414.342407692
"986",2015-08-01,"3","3",513566.547438571
"987",2015-09-01,"3","3",576308.261195
"988",2015-10-01,"3","3",715997.217719333
"989",2015-11-01,"3","3",703100.61559375
"990",2015-12-01,"3","3",834844.023197
"991",2016-01-01,"3","3",761102.4576725
"992",2016-02-01,"3","3",712690.837547619
"993",2016-03-01,"3","3",745357.710414286
"994",2016-04-01,"3","3",809086.042882381
"995",2016-05-01,"3","3",782390.320745
"996",2016-06-01,"3","3",753481.831205714
"997",2016-07-01,"3","3",786833.000141905
"998",2016-08-01,"3","3",734043.290751818
"999",2016-09-01,"3","3",778816.124826522
"1000",2016-10-01,"3","3",864183.25842913
"1001",2016-11-01,"3","3",867345.259056522
"1002",2013-01-01,"4","3",234087.950825
"1003",2013-02-01,"4","3",236681.451175
"1004",2013-03-01,"4","3",230797.09055
"1005",2013-04-01,"4","3",221845.415325
"1006",2013-05-01,"4","3",237901.171875
"1007",2013-06-01,"4","3",223128.4653
"1008",2013-07-01,"4","3",218935.958175
"1009",2013-08-01,"4","3",235399.50205
"1010",2013-09-01,"4","3",211085.982575
"1011",2013-10-01,"4","3",196636.416252
"1012",2013-11-01,"4","3",264430.320875
"1013",2013-12-01,"4","3",337819.35942
"1014",2014-01-01,"4","3",227727.85732
"1015",2014-02-01,"4","3",219753.6184
"1016",2014-03-01,"4","3",241641.04946
"1017",2014-04-01,"4","3",223072.81296
"1018",2014-05-01,"4","3",250295.84282
"1019",2014-06-01,"4","3",217838.16358
"1020",2014-07-01,"4","3",223266.74694
"1021",2014-08-01,"4","3",281188.96584
"1022",2014-09-01,"4","3",250562.47662
"1023",2014-10-01,"4","3",261321.96504
"1024",2014-11-01,"4","3",265703.7656
"1025",2014-12-01,"4","3",378187.96524
"1026",2015-01-01,"4","3",256189.27154
"1027",2015-02-01,"4","3",267634.3469
"1028",2015-03-01,"4","3",277001.8638
"1029",2015-04-01,"4","3",241374.402766667
"1030",2015-05-01,"4","3",248665.986194286
"1031",2015-06-01,"4","3",232480.8187
"1032",2015-07-01,"4","3",247974.55155
"1033",2015-08-01,"4","3",268249.001775
"1034",2015-09-01,"4","3",268342.949286667
"1035",2015-10-01,"4","3",278550.22575
"1036",2015-11-01,"4","3",327037.371683333
"1037",2015-12-01,"4","3",420310.604583333
"1038",2016-01-01,"4","3",297287.8129
"1039",2016-02-01,"4","3",296342.740866667
"1040",2016-03-01,"4","3",314437.32515
"1041",2016-04-01,"4","3",276621.362283333
"1042",2016-05-01,"4","3",298084.39485
"1043",2016-06-01,"4","3",250514.650403333
"1044",2016-07-01,"4","3",296013.4996
"1045",2016-08-01,"4","3",335965.55238
"1046",2016-09-01,"4","3",319661.91768
"1047",2016-10-01,"4","3",330152.12056
"1048",2016-11-01,"4","3",341279.889
"1049",2013-05-01,"5","3",69166.75033
"1050",2013-06-01,"5","3",330375.4558
"1051",2013-07-01,"5","3",336028.9034
"1052",2013-08-01,"5","3",403424.5631
"1053",2013-09-01,"5","3",346024.5984
"1054",2013-10-01,"5","3",332756.2011
"1055",2013-11-01,"5","3",328711.4018
"1056",2013-12-01,"5","3",358768.9413
"1057",2014-01-01,"5","3",329281.6194
"1058",2014-02-01,"5","3",307660.2899
"1059",2014-03-01,"5","3",375322.2833
"1060",2014-04-01,"5","3",350194.8707
"1061",2014-05-01,"5","3",360641.6492
"1062",2014-06-01,"5","3",372691.1725
"1063",2014-07-01,"5","3",291915.1916
"1064",2014-08-01,"5","3",314672.4076
"1065",2014-09-01,"5","3",157292.943911667
"1066",2014-10-01,"5","3",312183.920371429
"1067",2014-11-01,"5","3",301010.758785714
"1068",2014-12-01,"5","3",334965.019914286
"1069",2015-01-01,"5","3",311047.556885714
"1070",2015-02-01,"5","3",301512.740757143
"1071",2015-03-01,"5","3",339824.208357143
"1072",2015-04-01,"5","3",309453.307742857
"1073",2015-05-01,"5","3",332574.817928571
"1074",2015-06-01,"5","3",316670.346557143
"1075",2015-07-01,"5","3",294708.38175
"1076",2015-08-01,"5","3",323478.7944625
"1077",2015-09-01,"5","3",305340.532925
"1078",2015-10-01,"5","3",294288.071041111
"1079",2015-11-01,"5","3",289621.966022222
"1080",2015-12-01,"5","3",307373.627266667
"1081",2016-01-01,"5","3",278203.947744444
"1082",2016-02-01,"5","3",286572.649488889
"1083",2016-03-01,"5","3",293350.5477
"1084",2016-04-01,"5","3",292402.8519
"1085",2016-05-01,"5","3",296324.20514
"1086",2016-06-01,"5","3",291341.253454444
"1087",2016-07-01,"5","3",293983.020577778
"1088",2016-08-01,"5","3",294345.211621
"1089",2016-09-01,"5","3",312058.325018
"1090",2016-10-01,"5","3",324974.42035
"1091",2016-11-01,"5","3",315364.63354
"1092",2013-01-01,"7","3",542407.9782
"1093",2013-02-01,"7","3",532304.2787
"1094",2013-03-01,"7","3",254596.669035
"1095",2013-04-01,"7","3",260414.325235
"1096",2013-05-01,"7","3",326291.00155
"1097",2013-06-01,"7","3",301602.276766667
"1098",2013-07-01,"7","3",537889.304076667
"1099",2013-08-01,"7","3",593428.3034
"1100",2013-09-01,"7","3",556962.639266667
"1101",2013-10-01,"7","3",603917.728766667
"1102",2013-11-01,"7","3",533748.904
"1103",2013-12-01,"7","3",442172.968386667
"1104",2014-01-01,"7","3",515114.603426667
"1105",2014-02-01,"7","3",504196.0793
"1106",2014-03-01,"7","3",533693.885533333
"1107",2014-04-01,"7","3",463963.498566667
"1108",2014-05-01,"7","3",527786.152966667
"1109",2014-06-01,"7","3",469612.97832
"1110",2014-07-01,"7","3",480785.287336667
"1111",2014-08-01,"7","3",540000.57036
"1112",2014-09-01,"7","3",505398.40409
"1113",2014-10-01,"7","3",464251.216325
"1114",2014-11-01,"7","3",413305.7693425
"1115",2014-12-01,"7","3",362831.8018575
"1116",2015-01-01,"7","3",404356.3563225
"1117",2015-02-01,"7","3",352019.07329
"1118",2015-03-01,"7","3",369988.223284
"1119",2015-04-01,"7","3",330048.335516
"1120",2015-05-01,"7","3",351800.451212
"1121",2015-06-01,"7","3",340837.989728
"1122",2015-07-01,"7","3",344841.464726
"1123",2015-08-01,"7","3",381680.344512
"1124",2015-09-01,"7","3",376534.876302
"1125",2015-10-01,"7","3",338806.667834286
"1126",2015-11-01,"7","3",342106.50259
"1127",2015-12-01,"7","3",290850.8241925
"1128",2016-01-01,"7","3",368312.681771429
"1129",2016-02-01,"7","3",332101.06669625
"1130",2016-03-01,"7","3",289413.492727
"1131",2016-04-01,"7","3",303192.913089
"1132",2016-05-01,"7","3",296473.423794
"1133",2016-06-01,"7","3",289143.766853
"1134",2016-07-01,"7","3",319629.105541111
"1135",2016-08-01,"7","3",319807.21518
"1136",2016-09-01,"7","3",334612.790044444
"1137",2016-10-01,"7","3",360764.01455
"1138",2016-11-01,"7","3",395456.578455
"1139",2013-01-01,"8","3",745861.0345
"1140",2013-02-01,"8","3",667867.57375
"1141",2013-03-01,"8","3",649865.2194
"1142",2013-04-01,"8","3",710956.1864
"1143",2013-05-01,"8","3",754634.39595
"1144",2013-06-01,"8","3",749566.43245
"1145",2013-07-01,"8","3",917019.885
"1146",2013-08-01,"8","3",1013282.8566
"1147",2013-09-01,"8","3",860379.5086
"1148",2013-10-01,"8","3",875817.5053
"1149",2013-11-01,"8","3",843633.23925
"1150",2013-12-01,"8","3",1364408.5646
"1151",2014-01-01,"8","3",875175.13965
"1152",2014-02-01,"8","3",764081.06765
"1153",2014-03-01,"8","3",779163.501
"1154",2014-04-01,"8","3",845119.1726
"1155",2014-05-01,"8","3",957386.2938
"1156",2014-06-01,"8","3",905326.96515
"1157",2014-07-01,"8","3",1046250.349
"1158",2014-08-01,"8","3",1066934.40505
"1159",2014-09-01,"8","3",697998.560233333
"1160",2014-10-01,"8","3",726190.311433333
"1161",2014-11-01,"8","3",727987.919333333
"1162",2014-12-01,"8","3",1224667.64986667
"1163",2015-01-01,"8","3",840857.525433333
"1164",2015-02-01,"8","3",581983.224825
"1165",2015-03-01,"8","3",580729.5589675
"1166",2015-04-01,"8","3",718047.871766667
"1167",2015-05-01,"8","3",768201.224866667
"1168",2015-06-01,"8","3",724362.315066667
"1169",2015-07-01,"8","3",652156.5539025
"1170",2015-08-01,"8","3",716107.584475
"1171",2015-09-01,"8","3",605161.777135
"1172",2015-10-01,"8","3",594449.12445
"1173",2015-11-01,"8","3",579905.7945
"1174",2015-12-01,"8","3",966482.45885
"1175",2016-01-01,"8","3",589822.2886725
"1176",2016-02-01,"8","3",627871.4144
"1177",2016-03-01,"8","3",596186.983866667
"1178",2016-04-01,"8","3",746704.771666667
"1179",2016-05-01,"8","3",724453.7868
"1180",2016-06-01,"8","3",678487.319566667
"1181",2016-07-01,"8","3",780043.804366667
"1182",2016-08-01,"8","3",737923.144066667
"1183",2016-09-01,"8","3",716434.110433333
"1184",2016-10-01,"8","3",551970.566275
"1185",2016-11-01,"8","3",538278.8851
"1186",2013-01-01,"9","3",419558.16155
"1187",2013-02-01,"9","3",418482.874366667
"1188",2013-03-01,"9","3",432474.302066667
"1189",2013-04-01,"9","3",514226.55001
"1190",2013-05-01,"9","3",513984.00741
"1191",2013-06-01,"9","3",603437.289196667
"1192",2013-07-01,"9","3",511125.258066667
"1193",2013-08-01,"9","3",654874.438263333
"1194",2013-09-01,"9","3",471284.742283333
"1195",2013-10-01,"9","3",621485.290906667
"1196",2013-11-01,"9","3",589746.535433333
"1197",2013-12-01,"9","3",1051431.8253
"1198",2014-01-01,"9","3",439671.008243333
"1199",2014-02-01,"9","3",606004.1552
"1200",2014-03-01,"9","3",542298.247726667
"1201",2014-04-01,"9","3",727415.346796667
"1202",2014-05-01,"9","3",604658.03406
"1203",2014-06-01,"9","3",525238.529626667
"1204",2014-07-01,"9","3",572702.592303333
"1205",2014-08-01,"9","3",953246.966136667
"1206",2014-09-01,"9","3",488579.0953775
"1207",2014-10-01,"9","3",493491.8093
"1208",2014-11-01,"9","3",743573.056138
"1209",2014-12-01,"9","3",1224170.032248
"1210",2015-01-01,"9","3",700109.9675925
"1211",2015-02-01,"9","3",763552.3559425
"1212",2015-03-01,"9","3",684265.011162
"1213",2015-04-01,"9","3",618614.62168
"1214",2015-05-01,"9","3",829816.53243
"1215",2015-06-01,"9","3",804717.51221
"1216",2015-07-01,"9","3",706257.807085
"1217",2015-08-01,"9","3",765227.52733
"1218",2015-09-01,"9","3",965510.756666667
"1219",2015-10-01,"9","3",705146.2722625
"1220",2015-11-01,"9","3",794773.7751875
"1221",2015-12-01,"9","3",1449961.7144
"1222",2016-01-01,"9","3",686089.7966
"1223",2016-02-01,"9","3",731841.88005
"1224",2016-03-01,"9","3",747402.772775
"1225",2016-04-01,"9","3",672041.60612
"1226",2016-05-01,"9","3",656781.510566667
"1227",2016-06-01,"9","3",668909.835583333
"1228",2016-07-01,"9","3",727270.800433333
"1229",2016-08-01,"9","3",801241.33834
"1230",2016-09-01,"9","3",827371.5577
"1231",2016-10-01,"9","3",848528.20642
"1232",2016-11-01,"9","3",871024.334
"1233",2013-01-01,"10","3",94960.9168
"1234",2013-02-01,"10","3",92430.45544
"1235",2013-03-01,"10","3",92460.98898
"1236",2013-04-01,"10","3",87591.78401
"1237",2013-05-01,"10","3",89614.59496
"1238",2013-06-01,"10","3",82278.46357
"1239",2013-07-01,"10","3",83545.43625
"1240",2013-08-01,"10","3",85454.24241
"1241",2013-09-01,"10","3",79532.477
"1242",2013-10-01,"10","3",78059.56016
"1243",2013-11-01,"10","3",82638.09161
"1244",2013-12-01,"10","3",66595.1582
"1245",2013-01-01,"1","4",221057.715669217
"1246",2013-02-01,"1","4",268999.489340435
"1247",2013-03-01,"1","4",262872.655130513
"1248",2013-04-01,"1","4",241183.769721379
"1249",2013-05-01,"1","4",286881.490107257
"1250",2013-06-01,"1","4",234499.785856525
"1251",2013-07-01,"1","4",241063.910254224
"1252",2013-08-01,"1","4",271455.121716271
"1253",2013-09-01,"1","4",243169.244850439
"1254",2013-10-01,"1","4",258906.690537264
"1255",2013-11-01,"1","4",251210.375179204
"1256",2013-12-01,"1","4",223363.080502692
"1257",2014-01-01,"1","4",216725.410075049
"1258",2014-02-01,"1","4",244407.725243204
"1259",2014-03-01,"1","4",250169.343023238
"1260",2014-04-01,"1","4",222216.999219712
"1261",2014-05-01,"1","4",267675.970763048
"1262",2014-06-01,"1","4",236006.080145849
"1263",2014-07-01,"1","4",232584.316241468
"1264",2014-08-01,"1","4",244380.433857963
"1265",2014-09-01,"1","4",236963.42543
"1266",2014-10-01,"1","4",238714.280845556
"1267",2014-11-01,"1","4",235271.490104874
"1268",2014-12-01,"1","4",216872.802781371
"1269",2015-01-01,"1","4",199210.566071626
"1270",2015-02-01,"1","4",228377.51280296
